Authors	Year	Title	Journal Name	Vol	Issue	Pages	Reference Type	Research notes	doi 	IFAS Unit
"Wu, J., Duan, D., Lu, J., Luo, Y., Wen, X., Guo, X. and Boman, B. J."	2016	Inorganic pollution around the Qinghai-Tibet Plateau: An overview of the current observations	Science of The Total Environment	550		628-636	Journal Article			
"Wu, J., Folta, K. M., Xie, Y., Jiang, W., Lu, J. and Zhang, Y."	2016	Overexpression of Muscadinia rotundifolia CBF2 gene enhances biotic and abiotic stress tolerance in Arabidopsis	Protoplasma	254	1	239-251	Journal Article			
"Wu, J., Lu, J., Luo, Y., Duan, D., Zhang, Z., Wen, X., Min, X., Guo, X. and Boman, B. J."	2016	An overview on the organic pollution around the Qinghai-Tibet plateau: The thought-provoking situation	Environment International	97		264-272	Journal Article			
"Wu, T., X. Luo, C. Xu, F. Wu,  J. A. Qureshi  and Y. and Cen"	2016	Feeding behavior of  Diaphorina citri  (Hemiptera: Liviidae) and its transmission of ‘ Candidatus  Liberibacter asiaticus’ to Citrus	Entomologia Experimentalis et Applicata	161	2	104-111	Journal Article			
"Xiang, P., He, R. W., Han, Y. H., Sun, H. J., Cui, X. Y. and Ma, L. Q."	2016	"Mechanisms of housedust-induced toxicity in primary human corneal epithelial cells: Oxidative stress, proinflammatory response and mitochondrial dysfunction"	Environment International	89-90		30-37	Journal Article	yes	10.1016/j.envint.2016.01.008	
"Xiang, P., Liu, R. Y., Sun, H. J., Han, Y. H., He, R. W., Cui, X. Y. and Ma, L. Q."	2016	Molecular mechanisms of dust-induced toxicity in human corneal epithelial cells: Water and organic extract of office and house dust	Environment International	92-93		348-356	Journal Article	yes	10.1016/j.envint.2016.04.013	
"Xiao X., O. D., J. P., White, E. P."	2016	Comparing process-based and constraint-based approaches for modeling macroecological patterns.	Ecology	97	5	1228-1238	Journal Article		https://doi.org/10.1890/15-0962.1	
"Xie, Q. J., Liu, Z. Y., Meir, S., Rogachev, I., Aharoni, A., Klee, H. J. and Galili, G."	2016	Altered metabolite accumulation in tomato fruits by coexpressing a feedback-insensitive AroG and the PhODO1 MYB-type transcription factor	Plant Biotechnology Journal	14	12	2300-2309	Journal Article		10.1111/pbi.12583	
"Xin, X., X Jiang, J. Su, X. Yan, J. Ni, S.J. Faeflen, X. Huang, and A.L. Wright"	2016	Manganese oxide affects nitrification and ammonia oxidizers in subtropical and temperate acid forest soils	Catena	137		24-30	Journal Article			
"Xing, S., Bonebrake, Tc, Tang, Cc, Pickett, Ej, Cheng, Wd, Greenspan, Se, Williams, Se, Scheffers, Br"	2016	Cool habitats support darker and bigger butterflies in Australian tropical forests	Ecology and Evolution	6	22	8062-8074	Journal Article		10.1002/ece3.2464	
"Xiong, X., Grunwald, S., Corstanje, R., Yu, C. and Bliznyuk, N."	2016	Scale-dependent variability of soil organic carbon coupled to land use and land cover	Soil & Tillage Research	160		101-109	Journal Article	yes	10.1016/j.still.2016.03.001	
"Xu, J. Y., Han, Y. H., Chen, Y. S., Zhu, L. J. and Ma, L. Q."	2016	Arsenic transformation and plant growth promotion characteristics of As-resistant endophytic bacteria from As-hyperaccumulator Pteris vittata	Chemosphere	144		1233-1240	Journal Article	yes	10.1016/j.chemosphere.2015.09.102	
"Xu, S. T., Silveira, M. L., Inglett, K. S., Sollenberger, L. E. and Gerber, S."	2016	Effect of land-use conversion on ecosystem C stock and distribution in subtropical grazing lands	Plant and Soil	399	1-2	233-245	Journal Article		10.1007/s11104-015-2690-3	Agronomy
"Xue, K., Yuan, M. M., Shi, Z. J., Qin, Y. J., Deng, Y., Cheng, L., Wu, L. Y., He, Z. L., Van Nostrand, J. D., Bracho, R., Natali, S., Schuur, E. a. G., Luo, C. W., Konstantinidis, K. T., Wang, Q., Cole, J. R., Tiedje, J. M., Luo, Y. Q. and Zhou, J. Z."	2016	Tundra soil carbon is vulnerable to rapid microbial decomposition under climate warming	Nature Climate Change	6	6	595-600	Journal Article		10.1038/nclimate2940	
"Xue, L., Gao, B., Wan, Y., Fang, J., Wang, S., Li, Y., Muñoz-Carpena, R. and Yang, L."	2016	High efficiency and selectivity of MgFe-LDH modified wheat-straw biochar in the removal of nitrate from aqueous solutions	Journal of the Taiwan Institute of Chemical Engineers	63		312-317	Journal Article	yes		ABE
"Yan, J., Dewdney, Megan M., Roberts, Pamela D., Ritenour, Mark A."	2016	The effect of postharvest hot water and fungicide treatments on Guignardia citricarpa growth and the development of citrus black spot symptoms on ‘Valencia’ orange fruit	HortScience	51	12	1555-1560	Journal Article			
"Yang, C., Powell, C. A., Duan, Y., Shatters, R., Fang, J. and Zhang, M."	2016	Deciphering the bacterial microbiome in Huanglongbing-affected citrus treated with thermotherapy and sulfonamide antibiotics	PLOS one	11	5	e0155472	Journal Article			
"Yang, C., Powell, C. A., Duan, Y., Shatters, R. G., Lin, Y. and Zhang, M."	2016	Mitigating citrus huanglongbing via effective application of antimicrobial compounds and thermotherapy	Crop Protection	84		150-158	Journal Article			
"Yang, F., Zhao, L., Gao, B., Xu, X. Y. and Cao, X. D."	2016	The Interfacial Behavior between Biochar and Soil Minerals and Its Effect on Biochar Stability	Environmental Science & Technology	50	5	2264-2271	Journal Article		10.1021/acs.est.5b03656	ABE
"Yang, H., Daly, J., Carmichael, C., Matthews, J., Varga, Z. and Tiersch, T."	2016	A Procedure-Spanning Analysis of Plasma Membrane Integrity for Assessment of Cell Viability in Sperm Cryopreservation of Zebrafish Danio rerio	Zebrafish	13	2	144-151	Journal Article		10.1089/zeb.2015.1176	
"Yang, J., Suzuki, M. and Mccarty, D. R."	2016	Essential role of conserved DUF177A protein in plastid 23S rRNA accumulation and plant embryogenesis	Journal of Experimental Botany	67	18	5447-5460	Journal Article		10.1093/jxb/erw311	
"Yang, M. J., Annable, M. D. and Jawitz, J. W."	2016	Solute source depletion control of forward and back diffusion through low-permeability zones	Journal of Contaminant Hydrology	193		54-62	Journal Article	yes	10.1016/j.jconhyd.2016.09.004	
"Yang, Y. and Toor, G. S."	2016	?15N and ?18O reveal the sources of nitrate-nitrogen in urban residential stormwater runoff	Environmental Science & Technology	50	6	2881-2889	Journal Article		10.1021/acs.est.5b05353	
"Yang, Y., Toor, G. S., Wilson, P. C. and Williams, C. F."	2016	Septic systems as hot-spots of pollutants in the environment: Fate and mass balance of micropollutants in septic drainfields	Science of Total Environment	566-567		1535-1544	Journal Article		10.1016/j.scitotenv.2016.06.043	
"Ye, C. and Driver, J. P."	2016	Suppressors of Cytokine Signaling in Sickness and in Health of Pancreatic ?-Cells	Front Immunol	7		169	Journal Article		10.3389/fimmu.2016.00169	Animal Sci
"Ye, L., Neilson, A., Sarnoski, P., Ray, W., Duncan, S., Boyer, R. and O'keefe, S."	2016	Comparison of A-type Proanthocyanidins in Cranberry and Peanut Skin Extracts Using Matrix Assisted Laser Desorption Ionization-Time Of Flight Mass Spectrometry	Journal of Molecular and Genetic Medicine	10	2	1-7	Journal Article	Recommend: delete; Reason: possibly inappropriate; may not be peer-reviewed; Not refereed in Ulrichs.  Cannot confirm pdf – no access to current issues.		Food Sci & Nutr
"Yi, S. Z., Gao, B., Sun, Y. Y., Wu, J. C., Shi, X. Q., Wu, B. J. and Hu, X."	2016	Removal of levofloxacin from aqueous solution using rice-husk and wood-chip biochars	Chemosphere	150		694-701	Journal Article		10.1016/j.chemosphere.2015.12.112	ABE
"Yoshida, K., Diane G. O. Saunders, Mitsuoka, C., Natsume, S., Kosugi, S., Saitoh, H., Inoue, Y., Chuma, I., Tosa, Y., Cano, L. M., Kamoun, S., Terauchi, R."	2016	Host specialization of the blast fungus Magnaporthe oryzae is associated with dynamic gain and loss of genes linked to transposable elements	BMC Genomics	17		 doi: 10.1186/s12864-12016-12690-12866	Journal Article		10.1186/s12864-016-2690-6	
"Young, J., Yeiser, B., Ault, E., Whittington, J. and Dutka-Gianelli, J."	2016	"Spawning Site Fidelity, Catchment, and Dispersal of Common Snook along the East Coast of Florida"	Transactions of the American Fisheries Society	145	2	400-415	Journal Article		10.1080/00028487.2015.1131741	
"Yu, F., Sun, L., Zhou, Y. M., Gao, B., Gao, W. L., Bao, C., Feng, C. X. and Li, Y. H."	2016	Biosorbents based on agricultural wastes for ionic liquid removal: An approach to agricultural wastes management	Chemosphere	165		94-99	Journal Article		10.1016/j.chemosphere.2016.08.133	ABE
"Yu, F., Zhou, Y. M., Gao, B., Qiao, H., Li, Y. H., Wang, E. Z., Pang, L. F. and Bao, C."	2016	Effective removal of ionic liquid using modified biochar and its biological effects	Journal of the Taiwan Institute of Chemical Engineers	67		318-324	Journal Article		10.1016/j.jtice.2016.07.038	ABE
"Yu, N., Lee, T. G., Rosa, D. P., Hudson, M. and Diers, B. W."	2016	"Impact of Rhg1 copy number, type, and interaction with Rhg4 on resistance to Heterodera glycines in soybean"	Theoretical and Applied Genetics	129	12	2403-2412	Journal Article			
"Yu, Y., Chen, C. X. and Gmitter, F. G."	2016	QTL mapping of mandarin (Citrus reticulata) fruit characters using high-throughput SNP markers	Tree Genetics & Genomes	12	77	doi: 10.1007/s11295-016-1034-7	Journal Article		10.1007/s11295-016-1034-7	Citrus REC
"Yue, C., Campbell, B., Hall, C., Behe, B., Dennis, J. and Khachatryan, H."	2016	Consumer Preference for Sustainable Attributes in Plants: Evidence from Experimental Auctions	Agribusiness: An International Journal	32	2	222-235	Journal Article		10.1002/agr.21435	
"Yun, H. S., Park, S. H., Kim, H.-J., Lee, W. S., Lee, K. D., Hong, S. Y. and Jung, G. H."	2016	Use of unmanned aerial vehicle for multi-temporal monitoring of soybean vegetation fraction	Journal of Biosystems Engineering	41	2	126-137	Journal Article		10.5307/JBE.2016.41.2.126	ABE
"Yuniarto, K., Purwanto, Y. A., Purwanto, S., Welt, B., Purwadaria, H. K. and Sunarti, T. C."	2016	"Thermal Properties, Crystallinity, and Oxygen Permeability of Na-montmorillonite Reinforced Plasticized Poly(lactic acid) Film"		20	1	1-6	Journal Article		doi: 10.7454/mst.v20i1.3048	ABE
"Yuniarto, K., Purwanto, Y. A., Setyo, P., Welt, B. A., Purwadaria, H. K. and Sunarti, T. C."	2016	Infrared and Raman studies on polylactide acid and polyethylene glycol-400 blend	AIP Conference Proceedings	1725	1	doi: http://aip.scitation.org/doi/abs/10.1063/1.4945555	Conference Paper		http://aip.scitation.org/doi/abs/10.1063/1.4945555	ABE
"Zaitchik, B. F., Hayden, M. H., Villela, D. a. M., Lord, C. C., Kitron, U. D., Carvajal, J. J., Camara, D. C. P. and Dos Reis, I. C."	2016	Climate information for arbovirus risk monitoring: opportunities and challenges	Bulletin of the American Meteorological Society	97	5	1-5	Journal Article		10.1175/bams-d-16-0016.1	FMEL
"Zale, J., Jung, J. H., Kim, J. Y., Pathak, B., Karan, R., Liu, H., Chen, X. H., Wu, H., Candreva, J., Zhai, Z. Y., Shanklin, J. and Altpeter, F."	2016	Metabolic engineering of sugarcane to accumulate energy-dense triacylglycerols in vegetative biomass	Plant Biotechnology Journal	14	2	661-669	Journal Article		10.1111/pbi.12411	Agronomy
"Zallot, R., Harrison, K. J., Kolaczkowski, B. and De Crecy-Lagard, V."	2016	Functional Annotations of Paralogs: A Blessing and a Curse	Life-Basel	6	3	Article 39	Journal Article		10.3390/life6030039	
"Zambrano-Vaca, C., Olmstead, M., Zotarelli, L., Boyd, N. and Santos, B."	2016	Effect of pine bark volume and ventilation for bell pepper production in high tunnels	Scientia Horticulturae	207		203-207	Journal Article			
"Zamora-Re, M. I., Dukes, M. D., Stanley, C. D. and Werner, H."	2016	Sprinkler Irrigation Pressure and Spacing Effect for Cold Protection of Strawberries	Journal of Irrigation and Drainage Engineering	142	1	04015034-1 – 04015034-9	Journal Article	[ABE and Gulf Coast REC in byline]	10.1061/(asce)ir.1943-4774.0000928	ABE
"Zelaya, P., Harder, A. and Roberts, T. G."	2016	Small-scale farmers' perceptions of agricultural information sources in Northern Haiti	Journal of International Agricultural and Extension Education	23	2	63-77	Journal Article		10.5191/jiaee.2016.23205	Ag Ed
"Zhang, B., Tieman, D. M., Jiao, C., Xu, Y. M., Chen, K. S., Fei, Z. J., Giovannoni, J. J. and Klee, H. J."	2016	Chilling-induced tomato flavor loss is associated with altered volatile synthesis and transient changes in DNA methylation	Proceedings of the National Academy of Sciences of the United States of America	113	44	12580-12585	Journal Article		10.1073/pnas.1613910113	
"Zhang, D., Luo, Q., Gao, B., Chiang, S. Y. D., Woodward, D. and Huang, Q. G."	2016	"Sorption of perfluorooctanoic acid, perfluorooctane sulfonate and perfluoroheptanoic acid on granular activated carbon"	Chemosphere	144		2336-2342	Journal Article		10.1016/j.chemosphere.2015.10.124	ABE
"Zhang, J., Huguet -Tapia, J. C., Hu, Y., Jones, J., Wang, N., Liu, S. and White, F. F."	2016	Homologues of CsLOB1 in citrus function as disease susceptibility genes in citrus canker	Molecular Plant Pathology			doi: 10.1111/mpp.12441	Journal Article	Early view	10.1111/mpp.12441	Citrus REC
"Zhang, J., Unruh, J. B., Kenworthy, K., Erickson, J., Christensen, C. T., Kruse, J. and Rowland, D."	2016	Phenotypic Plasticity and Turf Performance of Zoysiagrass in Response to Reduced Light Intensities	Crop Science	56	3	1337-1348	Journal Article		10.2135/cropsci2015.09.0570	West FL REC
"Zhang, J. S., Sharma, A., Yu, Q. Y., Wang, J. P., Li, L. T., Zhu, L., Zhang, X. T., Chen, Y. Q. and Ming, R."	2016	Comparative structural analysis of Bru1 region homeologs in Saccharum spontaneum and S. officinarum	Bmc Genomics	17		20	Journal Article		10.1186/s12864-016-2817-9	Agronomy
"Zhang, K. M., Shen, Y., Zhou, X. Q., Fang, Y. M., Liu, Y. and Ma, L. Q."	2016	Photosynthetic electron-transfer reactions in the gametophyte of Pteris multifida reveal the presence of allelopathic interference from the invasive plant species Bidens pilosa	Journal of Photochemistry and Photobiology B: Biology	158		81-88	Journal Article	yes	10.1016/j.jphotobiol.2016.02.026	
"Zhang, M., Collins, J. and Merlin, D."	2016	Do ginger-derived nanoparticles represent an attractive treatment strategy for inflammatory bowel diseases?	Nanomedicine	11	23	3035-3037	Journal Article		10.2217/nnm-2016-0353	Food Sci & Nutr
"Zhang, M. Q., Guo, Y., Powell, C. A., Doud, M. S., Yang, C. Y., Zhou, H. and Duan, Y. P."	2016	Zinc treatment increases the titre of 'Candidatus Liberibacter asiaticus' in huanglongbing-affected citrus plants while affecting the bacterial microbiomes	Journal of Applied Microbiology	120	6	1616-1628	Journal Article			
"Zhang, N. X. and Kima, P. E."	2016	Leishmania infection engages non-Receptor Protein Kinases Differentially to Persist in infected Hosts	Frontiers in Immunology	7		Article 146	Journal Article		10.3389/fimmu.2016.00146	
"Zhang, S. and Fu, Y."	2016	First report of gray mold of German thyme (Thymus vulgaris) caused by Botrytis cinerea in Florida	Plant Disease	100	5	1012	Journal Article		http://dx.doi.org/10.1094/PDIS-09-15-1068-PDN	
"Zhang, S., Mersha, Z., Vallad, G. E. and Huang, C. H."	2016	Management of Powdery Mildew in Squash by Plant and Alga Extract Biopesticides	Plant Pathol J	32	6	528-536	Journal Article		10.5423/PPJ.OA.05.2016.0131	
"Zhang, S., Yang, Y., Gao, B., Wan, Y., Li, Y. and Zhao, C."	2016	Bio-based Interpenetrating Network Polymer Composites from Locust Sawdust as Coating Material for Environmentally Friendly Controlled-Release Urea Fertilizers	Journal of Agricultural and Food Chemistry	64	28	5692-5700	Journal Article		10.1021/acs.jafc.6b01688	
"Zhang, W., Wanchoo, A., Ortiz-Urquiza, A., Xia, Y. X. and Keyhani, N. O."	2016	"Tissue, developmental, and caste-specific expression of odorant binding proteins in a eusocial insect, the red imported fire ant, Solenopsis invicta"	Scientific Reports	6		Article 35452	Journal Article		10.1038/srep35452	
"Zhang, X. G., Harrington, T. C., Batzera, J. C., Kubota, R., Peres, N. A. and Gleason, M. L."	2016	Detection of Colletotrichum acutatum sensu lato on strawberry by loop-mediated isothermal amplification	Plant Disease	100	9	1804-1812	Journal Article			
"Zhang, X. S., Carter, M. S., Vetting, M. W., Francisco, B. S., Zhao, S. W., Al-Obaidi, N. F., Solbiati, J. O., Thiaville, J. J., De Crecy-Lagard, V., Jacobson, M. P., Almo, S. C. and Gerlt, J. A."	2016	Assignment of function to a domain of unknown function: DUF1537 is a new kinase family in catabolic pathways for acid sugars	Proceedings of the National Academy of Sciences of the United States of America	113	29	E4161-E4169	Journal Article		10.1073/pnas.1605546113	
"Zhang, Y., Barthe, G., Grosser, J. W. and Wang, N."	2016	Transcriptome analysis of root response to citrus blight based on the newly assembled Swingle citrumelo draft genome	BMC Genomics	17	1	doi: 10.1186/s12864-016-2779-y	Journal Article		10.1186/s12864-016-2779-y	Citrus REC
